Time,QCond Train,Qcond Valid,RR condition,D Train,D Valid,QReb Train,QReb Valid,B Train,B Valid
5/10/2022 12:58:12,0,0,1,0,0,0,0,0,0
5/10/2022 12:58:48,0,0,1,0,0,0,0,0,0
5/10/2022 12:59:24,0,0,1,0,0,0,0,0,0
5/10/2022 13:00:00,0,0,1,0,0,0,0,0,0
5/10/2022 13:00:36,0,0,1,0,0,0,0,0,0
5/10/2022 13:01:12,0,0,1,0,0,0,0,0,0
5/10/2022 13:01:48,0,0,1,0,0,0,0,0,0
5/10/2022 13:02:24,0,0,1,0,0,0,0,0,0
5/10/2022 13:03:00,0,0,1,0,0,0,0,0,0
5/10/2022 13:03:36,0,0,1,0,0,0,0,0,0
5/10/2022 13:04:12,0,0,1,0,0,0,0,0,0
5/10/2022 13:04:48,0,0,1,0,0,0,0,0,0
5/10/2022 13:05:24,0,0,1,0,0,0,0,0,0
5/10/2022 13:06:00,0,0,1,0,0,0,0,0,0
5/10/2022 13:06:36,0,0,1,0,0,0,0,0,0
5/10/2022 13:07:12,0,0,1,0,0,0,0,0,0
5/10/2022 13:07:48,0,0,1,0,0,0,0,0,0
5/10/2022 13:08:24,0,0,1,0,0,0,0,0,0
5/10/2022 13:09:00,0,0,1,0,0,0,0,0,0
5/10/2022 13:09:36,0,0,1,0,0,0,0,0,0
5/10/2022 13:10:12,0,0,1,0,0,0,0,0,0
5/10/2022 13:10:48,0,0,1,0,0,0,0,0,0
5/10/2022 13:11:24,0,0,1,0,0,0,0,0,0
5/10/2022 13:12:00,0,0,1,0,0,0,0,0,0
5/10/2022 13:12:36,0,0,1,0,0,0,0,0,0
5/10/2022 13:13:12,0,0,1,0,0,0,0,0,0
5/10/2022 13:13:48,0,0,1,0,0,0,0,0,0
5/10/2022 13:14:24,0,0,1,0,0,0,0,0,0
5/10/2022 13:15:00,0,0,1,0,0,0,0,0,0
5/10/2022 13:15:36,0,0,1,0,0,0,0,0,0
5/10/2022 13:16:12,0,0,1,0,0,0,0,0,0
5/10/2022 13:16:48,0,0,1,0,0,0,0,0,0
5/10/2022 13:17:24,0,0,1,0,0,0,0,0,0
5/10/2022 13:18:00,0,0,1,0,0,0,0,0,0
5/10/2022 13:18:36,0,0,1,0,0,0,0,0,0
5/10/2022 13:19:12,0,0,1,0,0,0,0,0,0
5/10/2022 13:19:48,0,0,1,0,0,0,0,0,0
5/10/2022 13:20:24,0,0,1,0,0,0,0,0,0
5/10/2022 13:21:00,0,0,1,0,0,0,0,0,0
5/10/2022 13:21:36,0,0,1,0,0,0,0,0,0
5/10/2022 13:22:12,0,0,1,0,0,0,0,0,0
5/10/2022 13:22:48,0,0,1,0,0,0,0,0,0
5/10/2022 13:23:24,0,0,1,0,0,0,0,0,0
5/10/2022 13:24:00,0,0,1,0,0,0,0,0,0
5/10/2022 13:24:36,0,0,1,0,0,0,0,0,0
5/10/2022 13:25:12,0,0,1,0,0,0,0,0,0
5/10/2022 13:25:48,0,0,1,0,0,0,0,0,0
5/10/2022 13:26:24,0,0,1,0,0,0,0,0,0
5/10/2022 13:27:00,0,0,1,0,0,0,0,0,0
5/10/2022 13:27:36,0,0,1,0,0,0,0,0,0
5/10/2022 13:28:12,0,0,1,0,0,0,0,0,0
5/10/2022 13:28:48,0,0,1,0,0,0,0,0,0
5/10/2022 13:29:24,0,0,1,0,0,0,0,0,0
5/10/2022 13:30:00,0,0,1,0,0,0,0,0,0
5/10/2022 13:30:36,0,0,1,0,0,0,0,0,0
5/10/2022 13:31:12,0,0,1,0,0,0,0,0,0
5/10/2022 13:31:48,0,0,1,0,0,0,0,0,0
5/10/2022 13:32:24,0,0,1,0,0,0,0,0,0
5/10/2022 13:33:00,0,0,1,0,0,0,0,0,0
5/10/2022 13:33:36,0,0,1,0,0,0,0,0,0
5/10/2022 13:34:12,0,0,1,0,0,0,0,0,0
5/10/2022 13:34:48,0,0,1,0,0,0,0,0,0
5/10/2022 13:35:24,0,0,1,0,0,0,0,0,0
5/10/2022 13:36:00,0,0,1,0,0,0,0,0,0
5/10/2022 13:36:36,0,0,1,0,0,0,0,0,0
5/10/2022 13:37:12,0,0,1,0,0,0,0,0,0
5/10/2022 13:37:48,0,0,1,0,0,0,0,0,0
5/10/2022 13:38:24,0,0,1,0,0,0,0,0,0
5/10/2022 13:39:00,0,0,1,0,0,0,0,0,0
5/10/2022 13:39:36,0,0,1,0,0,0,0,0,0
5/10/2022 13:40:12,0,0,1,0,0,0,0,0,0
5/10/2022 13:40:48,0,0,1,0,0,0,0,0,0
5/10/2022 13:41:24,0,0,1,0,0,0,0,0,0
5/10/2022 13:42:00,0,0,1,0,0,0,0,0,0
5/10/2022 13:42:36,0,0,1,0,0,0,0,0,0
5/10/2022 13:43:12,0,0,1,0,0,0,0,0,0
5/10/2022 13:43:48,0,0,1,0,0,0,0,0,0
5/10/2022 13:44:24,0,0,1,0,0,0,0,0,0
5/10/2022 13:45:00,0,0,1,0,0,0,0,0,0
5/10/2022 13:45:36,0,0,1,0,0,0,0,0,0
5/10/2022 13:46:12,0,0,1,0,0,0,0,0,0
5/10/2022 13:46:48,0,0,1,0,0,0,0,0,0
5/10/2022 13:47:24,0,0,1,0,0,0,0,0,0
5/10/2022 13:48:00,0,0,1,0,0,0,0,0,0
5/10/2022 13:48:36,0,0,1,0,0,0,0,0,0
5/10/2022 13:49:12,0,0,1,0,0,0,0,0,0
5/10/2022 13:49:48,0,0,1,0,0,0,0,0,0
5/10/2022 13:50:24,0,0,1,0,0,0,0,0,0
5/10/2022 13:51:00,0,0,1,0,0,0,0,0,0
5/10/2022 13:51:36,0,0,1,0,0,0,0,0,0
5/10/2022 13:52:12,0,0,1,0,0,0,0,0,0
5/10/2022 13:52:48,0,0,1,0,0,0,0,0,0
5/10/2022 13:53:24,0,0,1,0,0,0,0,0,0
5/10/2022 13:54:00,0,0,1,0,0,0,0,0,0
5/10/2022 13:54:36,0,0,1,0,0,0,0,0,0
5/10/2022 13:55:12,0,0,1,0,0,0,0,0,0
5/10/2022 13:55:48,0,0,1,0,0,0,0,0,0
5/10/2022 13:56:24,0,0,1,0,0,0,0,0,0
5/10/2022 13:57:00,0,0,1,0,0,0,0,0,0
5/10/2022 13:57:36,0,0,1,0,0,0,0,0,0
5/10/2022 13:58:12,0,0,1,0,0,0,0,0,0
5/10/2022 13:58:48,0,0,1,0,0,0,0,0,0
5/10/2022 13:59:24,0,0,1,0,0,0,0,0,0
5/10/2022 14:00:00,0,0,1,0,0,0,0,0,0
5/10/2022 14:00:36,0,0,1,0,0,0,0,0,0
5/10/2022 14:01:12,0,0,1,0,0,0,0,0,0
5/10/2022 14:01:48,0,0,1,0,0,0,0,0,0
5/10/2022 14:02:24,0,0,1,0,0,0,0,0,0
5/10/2022 14:03:00,0,0,1,0,0,0,0,0,0
5/10/2022 14:03:36,0,0,1,0,0,0,0,0,0
5/10/2022 14:04:12,0,0,1,0,0,0,0,0,0
5/10/2022 14:04:48,0,0,1,0,0,0,0,0,0
5/10/2022 14:05:24,0,0,1,0,0,0,0,0,0
5/10/2022 14:06:00,0,0,1,0,0,0,0,0,0
5/10/2022 14:06:36,0,0,1,0,0,0,0,0,0
5/10/2022 14:07:12,0,0,1,0,0,0,0,0,0
5/10/2022 14:07:48,0,0,1,0,0,0,0,0,0
5/10/2022 14:08:24,0,0,1,0,0,0,0,0,0
5/10/2022 14:09:00,0,0,1,0,0,0,0,0,0
5/10/2022 14:09:36,0,0,1,0,0,0,0,0,0
5/10/2022 14:10:12,0,0,1,0,0,0,0,0,0
5/10/2022 14:10:48,0,0,1,0,0,0,0,0,0
5/10/2022 14:11:24,0,0,1,0,0,0,0,0,0
5/10/2022 14:12:00,0,0,1,0,0,0,0,0,0
5/10/2022 14:12:36,0,0,1,0,0,0,0,0,0
5/10/2022 14:13:12,0,0,1,0,0,0,0,0,0
5/10/2022 14:13:48,0,0,1,0,0,0,0,0,0
5/10/2022 14:14:24,0,0,1,0,0,0,0,0,0
5/10/2022 14:15:00,0,0,1,0,0,0,0,0,0
5/10/2022 14:15:36,0,0,1,0,0,0,0,0,0
5/10/2022 14:16:12,0,0,1,0,0,0,0,0,0
5/10/2022 14:16:48,0,0,1,0,0,0,0,0,0
5/10/2022 14:17:24,0,0,1,0,0,0,0,0,0
5/10/2022 14:18:00,0,0,1,0,0,0,0,0,0
5/10/2022 14:18:36,0,0,1,0,0,0,0,0,0
5/10/2022 14:19:12,0,0,1,0,0,0,0,0,0
5/10/2022 14:19:48,0,0,1,0,0,0,0,0,0
5/10/2022 14:20:24,0,0,1,0,0,0,0,0,0
5/10/2022 14:21:00,0,0,1,0,0,0,0,0,0
5/10/2022 14:21:36,0,0,1,0,0,0,0,0,0
5/10/2022 14:22:12,0,0,1,0,0,0,0,0,0
5/10/2022 14:22:48,0,0,1,0,0,0,0,0,0
5/10/2022 14:23:24,0,0,1,0,0,0,0,0,0
5/10/2022 14:24:00,0,0,1,0,0,0,0,0,0
5/10/2022 14:24:36,0,0,1,0,0,0,0,0,0
5/10/2022 14:25:12,0,0,1,0,0,0,0,0,0
5/10/2022 14:25:48,0,0,1,0,0,0,0,0,0
5/10/2022 14:26:24,0,0,1,0,0,0,0,0,0
5/10/2022 14:27:00,0,0,1,0,0,0,0,0,0
5/10/2022 14:27:36,0,0,1,0,0,0,0,0,0
5/10/2022 14:28:12,0,0,1,0,0,0,0,0,0
5/10/2022 14:28:48,0,0,1,0,0,0,0,0,0
5/10/2022 14:29:24,0,0,1,0,0,0,0,0,0
5/10/2022 14:30:00,0,0,1,0,0,0,0,0,0
5/10/2022 14:30:36,0,0,1,0,0,0,0,0,0
5/10/2022 14:31:12,0,0,1,0,0,0,0,0,0
5/10/2022 14:31:48,0,0,1,0,0,0,0,0,0
5/10/2022 14:32:24,0,0,1,0,0,0,0,0,0
5/10/2022 14:33:00,0,0,1,0,0,0,0,0,0
5/10/2022 14:33:36,0,0,1,0,0,0,0,0,0
5/10/2022 14:34:12,0,0,1,0,0,0,0,0,0
5/10/2022 14:34:48,0,0,1,0,0,0,0,0,0
5/10/2022 14:35:24,0,0,1,0,0,0,0,0,0
5/10/2022 14:36:00,0,0,1,0,0,0,0,0,0
5/10/2022 14:36:36,0,0,1,0,0,0,0,0,0
5/10/2022 14:37:12,0,0,1,0,0,0,0,0,0
5/10/2022 14:37:48,0,0,1,0,0,0,0,0,0
5/10/2022 14:38:24,0,0,1,0,0,0,0,0,0
5/10/2022 14:39:00,0,0,1,0,0,0,0,0,0
5/10/2022 14:39:36,0,0,1,0,0,0,0,0,0
5/10/2022 14:40:12,0,0,1,0,0,0,0,0,0
5/10/2022 14:40:48,0,0,1,0,0,0,0,0,0
5/10/2022 14:41:24,0,0,1,0,0,0,0,0,0
5/10/2022 14:42:00,0,0,1,0,0,0,0,0,0
5/10/2022 14:42:36,0,0,1,0,0,0,0,0,0
5/10/2022 14:43:12,0,0,1,0,0,0,0,0,0
5/10/2022 14:43:48,0,0,1,0,0,0,0,0,0
5/10/2022 14:44:24,0,0,1,0,0,0,0,0,0
5/10/2022 14:45:00,0,0,1,0,0,0,0,0,0
5/10/2022 14:45:36,0,0,1,0,0,0,0,0,0
5/10/2022 14:46:12,0,0,1,0,0,0,0,0,0
5/10/2022 14:46:48,0,0,1,0,0,0,0,0,0
5/10/2022 14:47:24,0,0,1,0,0,0,0,0,0
5/10/2022 14:48:00,0,0,1,0,0,0,0,0,0
5/10/2022 14:48:36,0,0,1,0,0,0,0,0,0
5/10/2022 14:49:12,0,0,1,0,0,0,0,0,0
5/10/2022 14:49:48,0,0,1,0,0,0,0,0,0
5/10/2022 14:50:24,0,0,1,0,0,0,0,0,0
5/10/2022 14:51:00,0,0,1,0,0,0,0,0,0
5/10/2022 14:51:36,0,0,1,0,0,0,0,0,0
5/10/2022 14:52:12,0,0,1,0,0,0,0,0,0
5/10/2022 14:52:48,0,0,1,0,0,0,0,0,0
5/10/2022 14:53:24,0,0,1,0,0,0,0,0,0
5/10/2022 14:54:00,0,0,1,0,0,0,0,0,0
5/10/2022 14:54:36,0,0,1,0,0,0,0,0,0
5/10/2022 14:55:12,0,0,1,0,0,0,0,0,0
5/10/2022 14:55:48,0,0,1,0,0,0,0,0,0
5/10/2022 14:56:24,0,0,1,0,0,0,0,0,0
5/10/2022 14:57:00,0,0,1,0,0,0,0,0,0
5/10/2022 14:57:36,0,0,1,0,0,0,0,0,0
5/10/2022 14:58:12,0,0,1,0,0,0,0,0,0
5/10/2022 14:58:48,0,0,1,0,0,0,0,0,0
5/10/2022 14:59:24,0,0,1,0,0,0,0,0,0
5/10/2022 15:00:00,0,0,1,0,0,0,0,0,0
5/10/2022 15:00:36,0,0,1,0,0,0,0,0,0
5/10/2022 15:01:12,0,0,1,0,0,0,0,0,0
5/10/2022 15:01:48,0,0,1,0,0,0,0,0,0
5/10/2022 15:02:24,0,0,1,0,0,0,0,0,0
5/10/2022 15:03:00,0,0,1,0,0,0,0,0,0
5/10/2022 15:03:36,0,0,1,0,0,0,0,0,0
5/10/2022 15:04:12,0,0,1,0,0,0,0,0,0
5/10/2022 15:04:48,0,0,1,0,0,0,0,0,0
5/10/2022 15:05:24,0,0,1,0,0,0,0,0,0
5/10/2022 15:06:00,0,0,1,0,0,0,0,0,0
5/10/2022 15:06:36,0,0,1,0,0,0,0,0,0
5/10/2022 15:07:12,0,0,1,0,0,0,0,0,0
5/10/2022 15:07:48,0,0,1,0,0,0,0,0,0
5/10/2022 15:08:24,0,0,1,0,0,0,0,0,0
5/10/2022 15:09:00,0,0,1,0,0,0,0,0,0
5/10/2022 15:09:36,0,0,1,0,0,0,0,0,0
5/10/2022 15:10:12,0,0,1,0,0,0,0,0,0
5/10/2022 15:10:48,0,0,1,0,0,0,0,0,0
5/10/2022 15:11:24,0,0,1,0,0,0,0,0,0
5/10/2022 15:12:00,0,0,1,0,0,0,0,0,0
5/10/2022 15:12:36,0,0,1,0,0,0,0,0,0
5/10/2022 15:13:12,0,0,1,0,0,0,0,0,0
5/10/2022 15:13:48,0,0,1,0,0,0,0,0,0
5/10/2022 15:14:24,0,0,1,0,0,0,0,0,0
5/10/2022 15:15:00,0,0,1,0,0,0,0,0,0
5/10/2022 15:15:36,0,0,1,0,0,0,0,0,0
5/10/2022 15:16:12,0,0,1,0,0,0,0,0,0
5/10/2022 15:16:48,0,0,1,0,0,0,0,0,0
5/10/2022 15:17:24,0,0,1,0,0,0,0,0,0
5/10/2022 15:18:00,0,0,1,0,0,0,0,0,0
5/10/2022 15:18:36,0,0,1,0,0,0,0,0,0
5/10/2022 15:19:12,0,0,1,0,0,0,0,0,0
5/10/2022 15:19:48,0,0,1,0,0,0,0,0,0
5/10/2022 15:20:24,0,0,1,0,0,0,0,0,0
5/10/2022 15:21:00,0,0,1,0,0,0,0,0,0
5/10/2022 15:21:36,0,0,1,0,0,0,0,0,0
5/10/2022 15:22:12,0,0,1,0,0,0,0,0,0
5/10/2022 15:22:48,0,0,1,0,0,0,0,0,0
5/10/2022 15:23:24,0,0,1,0,0,0,0,0,0
5/10/2022 15:24:00,0,0,1,0,0,0,0,0,0
5/10/2022 15:24:36,0,0,1,0,0,0,0,0,0
5/10/2022 15:25:12,0,0,1,0,0,0,0,0,0
5/10/2022 15:25:48,0,0,1,0,0,0,0,0,0
5/10/2022 15:26:24,0,0,1,0,0,0,0,0,0
5/10/2022 15:27:00,0,0,1,0,0,0,0,0,0
5/10/2022 15:27:36,0,0,1,0,0,0,0,0,0
5/10/2022 15:28:12,0,0,1,0,0,0,0,0,0
5/10/2022 15:28:48,0,0,1,0,0,0,0,0,0
5/10/2022 15:29:24,0,0,1,0,0,0,0,0,0
5/10/2022 15:30:00,0,0,1,0,0,0,0,0,0
5/10/2022 15:30:36,0,0,1,0,0,0,0,0,0
5/10/2022 15:31:12,0,0,1,0,0,0,0,0,0
5/10/2022 15:31:48,0,0,1,0,0,0,0,0,0
5/10/2022 15:32:24,0,0,1,0,0,0,0,0,0
5/10/2022 15:33:00,0,0,1,0,0,0,0,0,0
5/10/2022 15:33:36,0,0,1,0,0,0,0,0,0
5/10/2022 15:34:12,0,0,1,0,0,0,0,0,0
5/10/2022 15:34:48,0,0,1,0,0,0,0,0,0
5/10/2022 15:35:24,0,0,1,0,0,0,0,0,0
5/10/2022 15:36:00,0,0,1,0,0,0,0,0,0
5/10/2022 15:36:36,0,0,1,0,0,0,0,0,0
5/10/2022 15:37:12,0,0,1,0,0,0,0,0,0
5/10/2022 15:37:48,0,0,1,0,0,0,0,0,0
5/10/2022 15:38:24,0,0,1,0,0,0,0,0,0
5/10/2022 15:39:00,0,0,1,0,0,0,0,0,0
5/10/2022 15:39:36,0,0,1,0,0,0,0,0,0
5/10/2022 15:40:12,0,0,1,0,0,0,0,0,0
5/10/2022 15:40:48,0,0,1,0,0,0,0,0,0
5/10/2022 15:41:24,0,0,1,0,0,0,0,0,0
5/10/2022 15:42:00,0,0,1,0,0,0,0,0,0
5/10/2022 15:42:36,0,0,1,0,0,0,0,0,0
5/10/2022 15:43:12,0,0,1,0,0,0,0,0,0
5/10/2022 15:43:48,0,0,1,0,0,0,0,0,0
5/10/2022 15:44:24,0,0,1,0,0,0,0,0,0
5/10/2022 15:45:00,0,0,1,0,0,0,0,0,0
5/10/2022 15:45:36,0,0,1,0,0,0,0,0,0
5/10/2022 15:46:12,0,0,1,0,0,0,0,0,0
5/10/2022 15:46:48,0,0,1,0,0,0,0,0,0
5/10/2022 15:47:24,0,0,1,0,0,0,0,0,0
5/10/2022 15:48:00,0,0,1,0,0,0,0,0,0
5/10/2022 15:48:36,0,0,1,0,0,0,0,0,0
5/10/2022 15:49:12,0,0,1,0,0,0,0,0,0
5/10/2022 15:49:48,0,0,1,0,0,0,0,0,0
5/10/2022 15:50:24,0,0,1,0,0,0,0,0,0
5/10/2022 15:51:00,0,0,1,0,0,0,0,0,0
5/10/2022 15:51:36,0,0,1,0,0,0,0,0,0
5/10/2022 15:52:12,0,0,1,0,0,0,0,0,0
5/10/2022 15:52:48,0,0,1,0,0,0,0,0,0
5/10/2022 15:53:24,0,0,1,0,0,0,0,0,0
5/10/2022 15:54:00,0,0,1,0,0,0,0,0,0
5/10/2022 15:54:36,0,0,1,0,0,0,0,0,0
5/10/2022 15:55:12,0,0,1,0,0,0,0,0,0
5/10/2022 15:55:48,0,0,1,0,0,0,0,0,0
5/10/2022 15:56:24,0,0,1,0,0,0,0,0,0
5/10/2022 15:57:00,0,0,1,0,0,0,0,0,0
5/10/2022 15:57:36,0,0,1,0,0,0,0,0,0
5/10/2022 15:58:12,0,0,1,0,0,0,0,0,0
5/10/2022 15:58:48,0,0,1,0,0,0,0,0,0
5/10/2022 15:59:24,0,0,1,0,0,0,0,0,0
5/10/2022 16:00:00,0,0,1,0,0,0,0,0,0
5/10/2022 16:00:36,0,0,1,0,0,0,0,0,0
5/10/2022 16:01:12,0,0,1,0,0,0,0,0,0
5/10/2022 16:01:48,0,0,1,0,0,0,0,0,0
5/10/2022 16:02:24,0,0,1,0,0,0,0,0,0
5/10/2022 16:03:00,0,0,1,0,0,0,0,0,0
5/10/2022 16:03:36,0,0,1,0,0,0,0,0,0
5/10/2022 16:04:12,0,0,1,0,0,0,0,0,0
5/10/2022 16:04:48,0,0,1,0,0,0,0,0,0
5/10/2022 16:05:24,0,0,1,0,0,0,0,0,0
5/10/2022 16:06:00,0,0,1,0,0,0,0,0,0
5/10/2022 16:06:36,0,0,1,0,0,0,0,0,0
5/10/2022 16:07:12,0,0,1,0,0,0,0,0,0
5/10/2022 16:07:48,0,0,1,0,0,0,0,0,0
5/10/2022 16:08:24,0,0,1,0,0,0,0,0,0
5/10/2022 16:09:00,0,0,1,0,0,0,0,0,0
5/10/2022 16:09:36,0,0,1,0,0,0,0,0,0
5/10/2022 16:10:12,0,0,1,0,0,0,0,0,0
5/10/2022 16:10:48,0,0,1,0,0,0,0,0,0
5/10/2022 16:11:24,0,0,1,0,0,0,0,0,0
5/10/2022 16:12:00,0,0,1,0,0,0,0,0,0
5/10/2022 16:12:36,0,0,1,0,0,0,0,0,0
5/10/2022 16:13:12,0,0,1,0,0,0,0,0,0
5/10/2022 16:13:48,0,0,1,0,0,0,0,0,0
5/10/2022 16:14:24,0,0,1,0,0,0,0,0,0
5/10/2022 16:15:00,0,0,1,0,0,0,0,0,0
5/10/2022 16:15:36,0,0,1,0,0,0,0,0,0
5/10/2022 16:16:12,0,0,1,0,0,0,0,0,0
5/10/2022 16:16:48,0,0,1,0,0,0,0,0,0
5/10/2022 16:17:24,0,0,1,0,0,0,0,0,0
5/10/2022 16:18:00,0,0,1,0,0,0,0,0,0
5/10/2022 16:18:36,0,0,1,0,0,0,0,0,0
5/10/2022 16:19:12,0,0,1,0,0,0,0,0,0
5/10/2022 16:19:48,0,0,1,0,0,0,0,0,0
5/10/2022 16:20:24,0,0,1,0,0,0,0,0,0
5/10/2022 16:21:00,0,0,1,0,0,0,0,0,0
5/10/2022 16:21:36,0,0,1,0,0,0,0,0,0
5/10/2022 16:22:12,0,0,1,0,0,0,0,0,0
5/10/2022 16:22:48,0,0,1,0,0,0,0,0,0
5/10/2022 16:23:24,0,0,1,0,0,0,0,0,0
5/10/2022 16:24:00,0,0,1,0,0,0,0,0,0
5/10/2022 16:24:36,0,0,1,0,0,0,0,0,0
5/10/2022 16:25:12,0,0,1,0,0,0,0,0,0
5/10/2022 16:25:48,0,0,1,0,0,0,0,0,0
5/10/2022 16:26:24,0,0,1,0,0,0,0,0,0
5/10/2022 16:27:00,0,0,1,0,0,0,0,0,0
5/10/2022 16:27:36,0,0,1,0,0,0,0,0,0
5/10/2022 16:28:12,0,0,1,0,0,0,0,0,0
