Time,Train Condition,Validation Condition
2021-12-31 10:48:00,1,0
2021-12-31 10:54:00,1,0
2021-12-31 11:00:00,1,0
2021-12-31 11:06:00,1,0
2021-12-31 11:12:00,1,0
2021-12-31 11:18:00,1,0
2021-12-31 11:24:00,1,0
2021-12-31 11:30:00,1,0
2021-12-31 11:36:00,1,0
2021-12-31 11:42:00,1,0
2021-12-31 11:48:00,1,0
2021-12-31 11:54:00,1,0
2021-12-31 12:00:00,1,0
2021-12-31 12:06:00,1,0
2021-12-31 12:12:00,1,0
2021-12-31 12:18:00,1,0
2021-12-31 12:24:00,1,0
2021-12-31 12:30:00,1,0
2021-12-31 12:36:00,1,0
2021-12-31 12:42:00,1,0
2021-12-31 12:48:00,1,0
2021-12-31 12:54:00,1,0
2021-12-31 13:00:00,1,0
2021-12-31 13:06:00,1,0
2021-12-31 13:12:00,1,0
2021-12-31 13:18:00,1,0
2021-12-31 13:24:00,1,0
2021-12-31 13:30:00,1,0
2021-12-31 13:36:00,1,0
2021-12-31 13:42:00,1,0
2021-12-31 13:48:00,1,0
2021-12-31 13:54:00,1,0
2021-12-31 14:00:00,1,0
2021-12-31 14:06:00,1,0
2021-12-31 14:12:00,1,0
2021-12-31 14:18:00,1,0
2021-12-31 14:24:00,1,0
2021-12-31 14:30:00,1,0
2021-12-31 14:36:00,1,0
2021-12-31 14:42:00,1,0
2021-12-31 14:48:00,1,0
2021-12-31 14:54:00,1,0
2021-12-31 15:00:00,1,0
2021-12-31 15:06:00,1,0
2021-12-31 15:12:00,1,0
2021-12-31 15:18:00,1,0
2021-12-31 15:24:00,1,0
2021-12-31 15:30:00,1,0
2021-12-31 15:36:00,1,0
2021-12-31 15:42:00,1,0
2021-12-31 15:48:00,1,0
2021-12-31 15:54:00,1,0
2021-12-31 16:00:00,1,0
2021-12-31 16:06:00,1,0
2021-12-31 16:12:00,1,0
2021-12-31 16:18:00,1,0
2021-12-31 16:24:00,1,0
2021-12-31 16:30:00,1,0
2021-12-31 16:36:00,1,0
2021-12-31 16:42:00,1,0
2021-12-31 16:48:00,1,0
2021-12-31 16:54:00,1,0
2021-12-31 17:00:00,1,0
2021-12-31 17:06:00,1,0
2021-12-31 17:12:00,1,0
2021-12-31 17:18:00,1,0
2021-12-31 17:24:00,1,0
2021-12-31 17:30:00,1,0
2021-12-31 17:36:00,1,0
2021-12-31 17:42:00,1,0
2021-12-31 17:48:00,1,0
2021-12-31 17:54:00,1,0
2021-12-31 18:00:00,1,0
2021-12-31 18:06:00,1,0
2021-12-31 18:12:00,1,0
2021-12-31 18:18:00,1,0
2021-12-31 18:24:00,1,0
2021-12-31 18:30:00,1,0
2021-12-31 18:36:00,1,0
2021-12-31 18:42:00,1,0
2021-12-31 18:48:00,1,0
2021-12-31 18:54:00,1,0
2021-12-31 19:00:00,1,0
2021-12-31 19:06:00,1,0
2021-12-31 19:12:00,1,0
2021-12-31 19:18:00,1,0
2021-12-31 19:24:00,1,0
2021-12-31 19:30:00,1,0
2021-12-31 19:36:00,1,0
2021-12-31 19:42:00,1,0
2021-12-31 19:48:00,1,0
2021-12-31 19:54:00,1,0
2021-12-31 20:00:00,1,0
2021-12-31 20:06:00,1,0
2021-12-31 20:12:00,1,0
2021-12-31 20:18:00,1,0
2021-12-31 20:24:00,1,0
2021-12-31 20:30:00,1,0
2021-12-31 20:36:00,1,0
2021-12-31 20:42:00,1,0
2021-12-31 20:48:00,1,0
2021-12-31 20:54:00,1,0
2021-12-31 21:00:00,1,0
2021-12-31 21:06:00,1,0
2021-12-31 21:12:00,1,0
2021-12-31 21:18:00,1,0
2021-12-31 21:24:00,1,0
2021-12-31 21:30:00,1,0
2021-12-31 21:36:00,1,0
2021-12-31 21:42:00,1,0
2021-12-31 21:48:00,1,0
2021-12-31 21:54:00,1,0
2021-12-31 22:00:00,1,0
2021-12-31 22:06:00,1,0
2021-12-31 22:12:00,1,0
2021-12-31 22:18:00,1,0
2021-12-31 22:24:00,1,0
2021-12-31 22:30:00,1,0
2021-12-31 22:36:00,1,0
2021-12-31 22:42:00,1,0
2021-12-31 22:48:00,1,0
2021-12-31 22:54:00,1,0
2021-12-31 23:00:00,1,0
2021-12-31 23:06:00,1,0
2021-12-31 23:12:00,1,0
2021-12-31 23:18:00,1,0
2021-12-31 23:24:00,1,0
2021-12-31 23:30:00,1,0
2021-12-31 23:36:00,1,0
2021-12-31 23:42:00,1,0
2021-12-31 23:48:00,1,0
2021-12-31 23:54:00,1,0
2022-01-01 00:00:00,1,0
2022-01-01 00:06:00,1,0
2022-01-01 00:12:00,1,0
2022-01-01 00:18:00,1,0
2022-01-01 00:24:00,1,0
2022-01-01 00:30:00,1,0
2022-01-01 00:36:00,1,0
2022-01-01 00:42:00,1,0
2022-01-01 00:48:00,1,0
2022-01-01 00:54:00,1,0
2022-01-01 01:00:00,1,0
2022-01-01 01:06:00,1,0
2022-01-01 01:12:00,1,0
2022-01-01 01:18:00,1,0
2022-01-01 01:24:00,1,0
2022-01-01 01:30:00,1,0
2022-01-01 01:36:00,1,0
2022-01-01 01:42:00,1,0
2022-01-01 01:48:00,1,0
2022-01-01 01:54:00,1,0
2022-01-01 02:00:00,1,0
2022-01-01 02:06:00,1,0
2022-01-01 02:12:00,1,0
2022-01-01 02:18:00,1,0
2022-01-01 02:24:00,1,0
2022-01-01 02:30:00,1,0
2022-01-01 02:36:00,1,0
2022-01-01 02:42:00,1,0
2022-01-01 02:48:00,1,0
2022-01-01 02:54:00,1,0
2022-01-01 03:00:00,1,0
2022-01-01 03:06:00,1,0
2022-01-01 03:12:00,1,0
2022-01-01 03:18:00,1,0
2022-01-01 03:24:00,1,0
2022-01-01 03:30:00,1,0
2022-01-01 03:36:00,1,0
2022-01-01 03:42:00,1,0
2022-01-01 03:48:00,1,0
2022-01-01 03:54:00,1,0
2022-01-01 04:00:00,1,0
2022-01-01 04:06:00,1,0
2022-01-01 04:12:00,1,0
2022-01-01 04:18:00,1,0
2022-01-01 04:24:00,1,0
2022-01-01 04:30:00,1,0
2022-01-01 04:36:00,1,0
2022-01-01 04:42:00,1,0
2022-01-01 04:48:00,1,0
2022-01-01 04:54:00,1,0
2022-01-01 05:00:00,1,0
2022-01-01 05:06:00,1,0
2022-01-01 05:12:00,1,0
2022-01-01 05:18:00,1,0
2022-01-01 05:24:00,1,0
2022-01-01 05:30:00,1,0
2022-01-01 05:36:00,1,0
2022-01-01 05:42:00,1,0
2022-01-01 05:48:00,1,0
2022-01-01 05:54:00,1,0
2022-01-01 06:00:00,1,0
2022-01-01 06:06:00,1,0
2022-01-01 06:12:00,1,0
2022-01-01 06:18:00,1,0
2022-01-01 06:24:00,1,0
2022-01-01 06:30:00,1,0
2022-01-01 06:36:00,1,0
2022-01-01 06:42:00,1,0
2022-01-01 06:48:00,1,0
2022-01-01 06:54:00,1,0
2022-01-01 07:00:00,1,0
2022-01-01 07:06:00,1,0
2022-01-01 07:12:00,1,0
2022-01-01 07:18:00,1,0
2022-01-01 07:24:00,1,0
2022-01-01 07:30:00,1,0
2022-01-01 07:36:00,1,0
2022-01-01 07:42:00,1,0
2022-01-01 07:48:00,1,0
2022-01-01 07:54:00,1,0
2022-01-01 08:00:00,1,0
2022-01-01 08:06:00,1,0
2022-01-01 08:12:00,1,0
2022-01-01 08:18:00,1,0
2022-01-01 08:24:00,1,0
2022-01-01 08:30:00,1,0
2022-01-01 08:36:00,1,0
2022-01-01 08:42:00,1,0
2022-01-01 08:48:00,1,0
2022-01-01 08:54:00,1,0
2022-01-01 09:00:00,1,0
2022-01-01 09:06:00,1,0
2022-01-01 09:12:00,1,0
2022-01-01 09:18:00,1,0
2022-01-01 09:24:00,1,0
2022-01-01 09:30:00,1,0
2022-01-01 09:36:00,1,0
2022-01-01 09:42:00,1,0
2022-01-01 09:48:00,1,0
2022-01-01 09:54:00,1,0
2022-01-01 10:00:00,1,0
2022-01-01 10:06:00,1,0
2022-01-01 10:12:00,1,0
2022-01-01 10:18:00,1,0
2022-01-01 10:24:00,1,0
2022-01-01 10:30:00,1,0
2022-01-01 10:36:00,1,0
2022-01-01 10:42:00,1,0
2022-01-01 10:48:00,1,0
2022-01-01 10:54:00,1,0
2022-01-01 11:00:00,1,0
2022-01-01 11:06:00,1,0
2022-01-01 11:12:00,1,0
2022-01-01 11:18:00,1,0
2022-01-01 11:24:00,1,0
2022-01-01 11:30:00,1,0
2022-01-01 11:36:00,1,0
2022-01-01 11:42:00,1,0
2022-01-01 11:48:00,1,0
2022-01-01 11:54:00,1,0
2022-01-01 12:00:00,1,0
2022-01-01 12:06:00,1,0
2022-01-01 12:12:00,1,0
2022-01-01 12:18:00,1,0
2022-01-01 12:24:00,1,0
2022-01-01 12:30:00,1,0
2022-01-01 12:36:00,1,0
2022-01-01 12:42:00,1,0
2022-01-01 12:48:00,1,0
2022-01-01 12:54:00,1,0
2022-01-01 13:00:00,1,0
2022-01-01 13:06:00,1,0
2022-01-01 13:12:00,1,0
2022-01-01 13:18:00,1,0
2022-01-01 13:24:00,1,0
2022-01-01 13:30:00,1,0
2022-01-01 13:36:00,1,0
2022-01-01 13:42:00,1,0
2022-01-01 13:48:00,1,0
2022-01-01 13:54:00,1,0
2022-01-01 14:00:00,1,0
2022-01-01 14:06:00,1,0
2022-01-01 14:12:00,1,0
2022-01-01 14:18:00,1,0
2022-01-01 14:24:00,1,0
2022-01-01 14:30:00,1,0
2022-01-01 14:36:00,1,0
2022-01-01 14:42:00,1,0
2022-01-01 14:48:00,1,0
2022-01-01 14:54:00,1,0
2022-01-01 15:00:00,1,0
2022-01-01 15:06:00,1,0
2022-01-01 15:12:00,1,0
2022-01-01 15:18:00,1,0
2022-01-01 15:24:00,1,0
2022-01-01 15:30:00,1,0
2022-01-01 15:36:00,1,0
2022-01-01 15:42:00,1,0
2022-01-01 15:48:00,1,0
2022-01-01 15:54:00,1,0
2022-01-01 16:00:00,1,0
2022-01-01 16:06:00,1,0
2022-01-01 16:12:00,1,0
2022-01-01 16:18:00,1,0
2022-01-01 16:24:00,1,0
2022-01-01 16:30:00,1,0
2022-01-01 16:36:00,1,0
2022-01-01 16:42:00,1,0
2022-01-01 16:48:00,1,0
2022-01-01 16:54:00,1,0
2022-01-01 17:00:00,1,0
2022-01-01 17:06:00,1,0
2022-01-01 17:12:00,1,0
2022-01-01 17:18:00,1,0
2022-01-01 17:24:00,1,0
2022-01-01 17:30:00,1,0
2022-01-01 17:36:00,1,0
2022-01-01 17:42:00,1,0
2022-01-01 17:48:00,1,0
2022-01-01 17:54:00,1,0
2022-01-01 18:00:00,1,0
2022-01-01 18:06:00,1,0
2022-01-01 18:12:00,1,0
2022-01-01 18:18:00,1,0
2022-01-01 18:24:00,1,0
2022-01-01 18:30:00,1,0
2022-01-01 18:36:00,1,0
2022-01-01 18:42:00,1,0
2022-01-01 18:48:00,1,0
2022-01-01 18:54:00,1,0
2022-01-01 19:00:00,1,0
2022-01-01 19:06:00,1,0
2022-01-01 19:12:00,1,0
2022-01-01 19:18:00,1,0
2022-01-01 19:24:00,1,0
2022-01-01 19:30:00,1,0
2022-01-01 19:36:00,1,0
2022-01-01 19:42:00,1,0
2022-01-01 19:48:00,1,0
2022-01-01 19:54:00,1,0
2022-01-01 20:00:00,1,0
2022-01-01 20:06:00,1,0
2022-01-01 20:12:00,1,0
2022-01-01 20:18:00,1,0
2022-01-01 20:24:00,1,0
2022-01-01 20:30:00,1,0
2022-01-01 20:36:00,1,0
2022-01-01 20:42:00,1,0
2022-01-01 20:48:00,1,0
2022-01-01 20:54:00,1,0
2022-01-01 21:00:00,1,0
2022-01-01 21:06:00,1,0
2022-01-01 21:12:00,1,0
2022-01-01 21:18:00,1,0
2022-01-01 21:24:00,1,0
2022-01-01 21:30:00,1,0
2022-01-01 21:36:00,1,0
2022-01-01 21:42:00,1,0
2022-01-01 21:48:00,1,0
2022-01-01 21:54:00,1,0
2022-01-01 22:00:00,1,0
2022-01-01 22:06:00,1,0
2022-01-01 22:12:00,1,0
2022-01-01 22:18:00,1,0
2022-01-01 22:24:00,1,0
2022-01-01 22:30:00,1,0
2022-01-01 22:36:00,1,0
2022-01-01 22:42:00,1,0
2022-01-01 22:48:00,1,0
2022-01-01 22:54:00,1,0
2022-01-01 23:00:00,1,0
2022-01-01 23:06:00,1,0
2022-01-01 23:12:00,1,0
2022-01-01 23:18:00,1,0
2022-01-01 23:24:00,1,0
2022-01-01 23:30:00,1,0
2022-01-01 23:36:00,1,0
2022-01-01 23:42:00,1,0
2022-01-01 23:48:00,1,0
2022-01-01 23:54:00,1,0
2022-01-02 00:00:00,1,0
2022-01-02 00:06:00,1,0
2022-01-02 00:12:00,1,0
2022-01-02 00:18:00,1,0
2022-01-02 00:24:00,1,0
2022-01-02 00:30:00,1,0
2022-01-02 00:36:00,1,0
2022-01-02 00:42:00,1,0
2022-01-02 00:48:00,1,0
2022-01-02 00:54:00,1,0
2022-01-02 01:00:00,1,0
2022-01-02 01:06:00,1,0
2022-01-02 01:12:00,1,0
2022-01-02 01:18:00,1,0
2022-01-02 01:24:00,1,0
2022-01-02 01:30:00,1,0
2022-01-02 01:36:00,1,0
2022-01-02 01:42:00,1,0
2022-01-02 01:48:00,1,0
2022-01-02 01:54:00,1,0
2022-01-02 02:00:00,1,0
